?pmc_id0	?text0	?pmc_id1	?text1	?count
"7040"	TGF-beta1	MESH:D011658	pulmonary fibrosis	106
"21803"	TGF-beta1	MESH:D005355	fibrosis	105
"9219"	PID	MESH:D003967	CHRONIC DIARRHEA T	104
"102657752"	ADG	MESH:D003967	diarrhea	100
"3458"	IFN-gamma	MESH:D019595	dengue hemorrhagic fever	99
"6301"	SARS	MESH:D003715	dengue fever	98
"3576"	IL-8	MESH:D011014	pneumonia	96
"7994"	MOZ	MESH:D005334	Fever	96
"925"	CD8	MESH:D045169	SARS-CoV infection	96
"24179"	Ang II	MESH:D005355	fibrosis	94
"400668"	NSP4	MESH:D003967	diarrhea	94
"15169"	HCP	MESH:D003967;-0.004132366613122659	diarrhea	93
"30835"	CD209	MESH:D003715	dengue fever	93
"81502"	spp	MESH:D011014	pneumonia	93
"3458"	IFN-gamma	MESH:D011014	pneumonia	90
"59272"	hACE2	MESH:C000657245	SARS-CoV infection	90
"106759"	TRIF	MESH:D045169	SARS-CoV infection	88
"16065"	IgG	MESH:D019142	Ebola virus infection	85
"15169"	HCP	MESH:D003967;-0.002280339382137387	diarrhea	83
"101685854"	SARS	MESH:D045169	SARS-CoV infection	82
"26503"	AST	MESH:D005334	fever	82
"3635"	ship	MESH:C000657245	COVID-19	80
"64581"	Dectin 1	MESH:D019595	dengue hemorrhagic fever	80
"6301"	SARS	MESH:D045169	SARS-CoV infection	79
"1803"	DPP-4	MESH:D005355	kidney fibrosis	78
"3439"	IFN	MESH:D005334	fever	78
"3586"	IL-10	MESH:D011014	pneumonia	78
"3553"	IL-1beta	MESH:D003715	dengue fever	77
"3569"	IL-6	MESH:D003715	dengue fever	77
"3586"	IL10	MESH:D011014	pneumonia	77
"1803"	DPP-4	MESH:D005355	fibrosis	76
"20846"	STAT1	MESH:D045169	SARS-CoV infection	76
"81502"	spp	MESH:D003967	diarrhea	76
"925"	CD8	MESH:D018352	coronavirus infection	76
"21898"	TLR4	MESH:D045169	SARS-CoV infection	75
"7124"	TNF-alpha	MESH:D011014	pneumonia	75
"3146"	HMGB1	MESH:D011014	pneumonia	74
"12504"	CD4	MESH:D045169	SARS-CoV infection	73
"260431"	COPD	MESH:D005355	fibrosis	73
"11628"	AID	MESH:D018352	Oryctolagus cuniculus    SARS coronavirus   AID	72
"1401"	CRP	MESH:D018410	bacterial pneumonia	72
"3630"	insulin	MESH:D005355	fibrosis	72
"57379"	AID	MESH:D018352	Oryctolagus cuniculus    SARS coronavirus   AID	72
"59272"	hACE2	MESH:D045169	SARS-CoV infection	72
"7037"	TfR1	MESH:D006480	hemorrhagic fever	72
"142980"	TLR3	MESH:D045169	SARS-CoV infection	71
"3439"	IFN	MESH:D005355	fibrosis	71
"1500"	P120	MESH:D003967	diarrhea	70
"25820"	ARI	MESH:D005334	fever	70
"3627"	IP-10	MESH:D003715	dengue fever	70
"1401"	CRP	MESH:D011014	pneumonias	69
"7097"	TLR2	MESH:D011014	pneumonia	69
"920"	CD4	MESH:D005334	fever	69
"220972"	miR	MESH:D005355	lung fibrosis	68
"220972"	miR	MESH:D011658	Pulmonary Fibrosis	68
"220972"	miR	MESH:D054990	Idiopathic Pulmonary Fibrosis	68
"3439"	IFN	MESH:D003967	diarrhea	68
"260431"	COPD	MESH:D003550	cystic fibrosis	67
"1238"	d6-7	MESH:D005334	Fever	65
"11606"	Ang II	MESH:D005355	fibrosis	64
"16952"	AnxA1	MESH:D005355	fibrosis	64
"3569"	IL6	MESH:D011014	pneumonia	64
"6301"	SARS	MESH:D019595	dengue hemorrhagic fever	64
"1636"	ACE	MESH:D005355	fibrosis	62
"1803"	CD26	MESH:C000657245	COVID-19	62
"19288"	PTX3	MESH:D005355	fibrosis	61
"24014"	RNase L	MESH:D005355	fibrosis	61
"6386"	syntenin	MESH:D045169	SARS-CoV infection	61
"26416"	p38 MAPK	MESH:D045169	SARS-CoV infection	60
"3576"	IL-8	MESH:D045169	SARS-CoV infection	60
"15978"	IFN-gamma	MESH:D005355	fibrosis	59
"57267"	Mint3	MESH:D007251	influenza pneumonia	59
"183"	Ang II	MESH:D011014	pneumonia	58
"4758"	neuraminidase	MESH:D011014	pneumonia	58
"59272"	ACE2	MESH:C000657245	Covid-19	58
"183"	Ang II	MESH:D005355	fibrosis	57
"6301"	SARS	MESH:D005334	fever	57
"7124"	TNF-alpha	MESH:D005334	fever	57
"30835"	CD209	MESH:D019595	dengue hemorrhagic fever	56
"59272"	ACE2	MESH:D005355	lung fibrosis	56
"76142"	Kepi	MESH:D045169	SARS-CoV infection	56
"213"	albumin	MESH:C000657245	COVID-19	55
"3569"	IL-6	MESH:D045169	SARS-CoV infection	55
"43565"	in	MESH:D005355	fibrosis	55
"5366"	Apr	MESH:D005334	Fever	55
"59272"	ACE2	MESH:C000657245	SARS-CoV-2 infection	55
"59272"	ACE2	MESH:D011658	pulmonary fibrosis	55
"1803"	hDPP4	MESH:D017563	interstitial pneumonia	54
"925"	CD8	MESH:D005334	fever	54
"21803"	TGF-beta1	MESH:D011658	pulmonary fibrosis	53
"21926"	TNFalpha	MESH:D045169	SARS-CoV infection	53
"3439"	IFN	MESH:D011014	pneumonia	53
"3627"	IP-10	MESH:D005334	fever	53
"3627"	CXCL10	MESH:D045169	SARS	53
"4790"	NF-kappaB	MESH:D011014	pneumonia	53
"3458"	IFN-gamma	MESH:D045169	SARS-CoV infection	52
"4591"	muL	MESH:D011014	pneumonia	52
"6301"	SARS	MESH:D018352	coronavirus infection	52
"81502"	spp	MESH:D005334	fever	52
"101685854"	SARS	MESH:D005334	fever	51
"1956"	EGFR	MESH:D005355	fibrosis	51
"1956"	EGFR	MESH:D011658	pulmonary fibrosis	51
"641"	BLM	MESH:D005355	lung fibrosis	51
"920"	CD4	MESH:D011014	pneumonia	51
"100625362"	pigs	MESH:D011014	pneumonia	50
"10625"	NS1	MESH:D005334	fever	50
"26503"	AST	MESH:D005355	fibrosis	50
"3439"	IFN	MESH:D019142	Ebola virus infection	50
"3553"	IL-1beta	MESH:D005334	fever	50
"1803"	DPP4	MESH:D012131	respiratory syndrome coronavirus	49
"18124"	NOR 1	MESH:C000657245;0.003080905035467852	SARS-CoV	49
"20846"	STAT1	MESH:D011658	pulmonary fibrosis	49
"3553"	IL-1beta	MESH:D019595	dengue hemorrhagic fever	49
"3569"	IL-6	MESH:D019595	dengue hemorrhagic fever	49
"3586"	IL-10	MESH:D018352	coronavirus infection	49
"59272"	ACE2	MESH:D008103	liver and lung fibrosis	49
"6550"	NHE3	MESH:D003967	diarrhea	49
"260431"	COPD	MESH:D012128	Respiratory distress Pneumonia	48
"57506"	MAVS	MESH:D003715	dengue fever	48
"64581"	Dectin-1	MESH:D003715	dengue fever	48
"925"	CD8	MESH:D011014	pneumonia	48
"20226"	SARS	MESH:D045169	SARS-CoV infection	47
"652070"	scFv	MESH:D018352;-0.007516162758199215	coronavirus	47
"1401"	CRP	MESH:D005334	Fever	46
"7124"	TNF-alpha	MESH:D017563	interstitial lung fibrosis	46
"177"	RAGE	MESH:D011014	pneumonia	45
"7448"	VN	MESH:D005355	fibrosis	45
"11727"	Ang	MESH:D005355	fibrosis	44
"403585"	SAA	MESH:D003967	diarrhea	44
"70008"	ACE2	MESH:D045169	SARS-CoV infection	44
"17874"	MyD88	MESH:D045169	SARS-CoV infection	43
"3456"	IFN-beta	MESH:D045169	SARS-CoV infection	43
"7099"	TLR4	MESH:D011014	pneumonia	43
"15169"	HCP	MESH:D005334;-0.005641940839685087	fever	42
"15169"	HCP	MESH:D005334;-0.007948551017929417	fever	42
"15169"	HCP	MESH:D005334;-0.01105699292350754	fever	42
"15169"	HCP	MESH:D005334;0.0014594830139083026	fever	42
"4860"	PNP	MESH:D005334	fever	42
"6439"	SFTPB	MESH:D011014	pneumonia	42
"7124"	TNF-alpha	MESH:D045169	SARS-CoV infection	42
"16153"	IL-10	MESH:D018352	coronavirus infection	41
"2081"	IRE1	MESH:D018352	coronavirus infection	41
"22083"	TSP	MESH:D006691;0.019977396755943733	Classical Swine Fever Virus (CSFV)Wild boars	41
"4153"	MBL	MESH:D045169	SARS-CoV infection	41
"70008"	ACE2	MESH:D005355	renal fibrosis	41
"110784"	MR	MESH:D005355	fibrosis	40
"1440"	G-CSF	MESH:D011014	pneumonia	40
"25820"	ARI	MESH:D011014	pneumonia	40
"3439"	IFN-alpha	MESH:D045169	SARS-CoV infection	40
"3569"	IL-6	MESH:D011024	viral pneumonia	40
"3576"	IL-8	MESH:D005334	fever	40
"5896"	RAG1	MESH:D011014	pneumonia	40
"59272"	ACE2	MESH:C000657245;0.003420278571187949	SARS-CoV	40
"17082"	ST2	MESH:D011024	viral pneumonia	39
"282665"	OVA	MESH:D005355	fibrosis	39
"3627"	CXCL10	MESH:D011014	pneumonia	39
"381485"	MuRF2	MESH:D005355	fibrosis	39
"5599"	JNK	MESH:D045169	SARS-CoV infection	39
"284;285;51378;27329"	Ang-(1-7	MESH:D005355	fibrosis	38
"6347"	MCP-1	MESH:D011014	pneumonia	38
"6373"	I-TAC	MESH:D005334	fever	38
"7124"	TNF-alpha	MESH:D005355	fibrosis	38
"925"	CD8	MESH:C000657245	COVID-19	38
"16176"	IL-1beta	MESH:D005334	fever	37
"16331"	SHIP	MESH:D011657	eosinophilic crystalline pneumonia	37
"20219"	SAP	MESH:D005355	fibrosis	37
"259"	UTI	MESH:D005334	fever	37
"641"	BLM	MESH:D005355	fibrosis	37
"64170"	CARD9	MESH:D007251	influenza pneumonia	37
"69165"	SIGN-R1	MESH:D011014	pneumoniae type 14	37
"7040"	TGF-beta	MESH:D011658	pulmonary fibrosis	37
"935183"	ORF3	MESH:D003967	diarrhea	37
"10332"	L-SIGN	MESH:C000657245;-0.01426113952952187	SARS-CoV	36
"1437"	GM-CSF	MESH:D018410	bacterial pneumonia	36
"51257"	March 2	MESH:C000657245	COVID-19	36
"51497"	Th1	MESH:D011014	pneumonia	36
"5366"	Apr	MESH:D003967	diarrhea	36
"6772"	STAT1	MESH:D045169	SARS-CoV infection	36
"7113"	TMPRSS2	MESH:D045169	SARS-CoV infection	36
"7124"	TNFalpha	MESH:D011014	pneumonia	36
"7994"	MOZ	MESH:D011014	pneumonia	36
"857"	Cav1	MESH:D005355	fibrosis	36
"8725"	URI	MESH:D011014	pneumonia	36
"920"	CD4	MESH:D045169	SARS-CoV infection	36
"1238"	d5-7	MESH:D005334	Fever	35
"1238;7318"	d6-8	MESH:D005334	Fever	35
"13482"	DPP4	MESH:D005355	fibrosis	35
"1401"	CRP	MESH:D011024	viral pneumonias	35
"15200"	HB-EGF	MESH:D005355	fibrosis	35
"24310"	ACE	MESH:D005355	fibrosis	35
"30835"	DC-SIGN	MESH:D003715	dengue fever	35
"3458"	IFN-gamma	MESH:D005334	fever	35
"4599"	Mx1	MESH:D005355	fibrosis	35
"59272"	ACE2	MESH:D045169	SARS CoV infection	35
"6352"	RANTES	MESH:D003715	dengue fever	35
"6373"	I-TAC	MESH:D003715	dengue fever	35
"64421"	DCLRE1C	MESH:D011014	pneumonia	35
"7011359"	VP7	MESH:D003967	diarrhea	35
"10121"	ARP1	MESH:D003967	diarrhea	34
"101685854"	SARS	MESH:D011014	pneumonia	34
"106479023"	P05	MESH:D011014	pneumonia	34
"13649"	EGFR	MESH:D005355	fibrosis	34
"13649"	EGFR	MESH:D011658	pulmonary fibrosis	34
"14254598"	ORF 5	MESH:D012131	respiratory syndrome coronavirus	34
"220972"	miR	MESH:D003550	Fibrosis CF	34
"220972"	miR	MESH:D005355	Fibrosis	34
"4860"	PNP	MESH:D011014	pneumonia	34
"7011406"	VP4	MESH:D003967	diarrhea	34
"7132"	TNFR1	MESH:D011024	viral pneumonia	34
"83592"	TSP	MESH:D003967;0.04398901425296047	epidemic diarrhea virus infection	34
"857"	Cav1	MESH:D005355	skin fibrosis	34
"920"	CD4	MESH:C000657245	COVID-19	34
"11606"	Ang-II	MESH:D005355	fibrosis	33
"14254596"	ORF 4a	MESH:D012131	respiratory syndrome coronavirus	33
"14254597"	ORF 4b	MESH:D012131	respiratory syndrome coronavirus	33
"15169"	HCP	MESH:D005334;-0.022575115540212805	fever	33
"173"	Alba	MESH:D005334	fever	33
"219931"	TPC2	MESH:D019142	Ebola infection	33
"260431"	COPD	MESH:D005334	fever	33
"282665"	OVA	MESH:D003967	diarrhea	33
"2875"	alanine aminotransferase	MESH:D005334	fever	33
"3553"	IL-1beta	MESH:D011014	pneumonia	33
"3565"	IL-4	MESH:D011014	pneumonia	33
"3586"	IL-10	MESH:D005334	fever	33
"7037"	TfR1	MESH:D006480	hemorrhagic fevers	33
"12223"	BTC	MESH:D005355	fibrosis	32
"24179"	angiotensin II	MESH:D005355	fibrosis	32
"260431"	COPD	MESH:D012128	Respiratory distress Pneumonia Rhinovirus	32
"260431"	COPD	MESH:D012128	Respiratory distress Pneumonia Virus	32
"26503"	AST	MESH:D005334	Fever	32
"302668"	ACE2	MESH:D005355	cardiac fibrosis	32
"3439"	IFN	MESH:D018352	coronavirus infections	32
"3458"	interferon gamma	MESH:D019142	Ebola virus infection	32
"3605"	IL-17A	MESH:D005355	fibrosis	32
"4790"	NF-kappaB	MESH:C000657245	SARS-CoV infection	32
"4790"	NF-kappaB	MESH:D045169	SARS-CoV infection	32
"57506"	MAVS	MESH:D019595	dengue hemorrhagic fever	32
"64581"	Dectin-1	MESH:D019595	dengue hemorrhagic fever	32
"1283"	CTD	MESH:D011014	pneumonia	31
"1401"	C-reactive protein	MESH:D011024	viral pneumonia	31
"1401"	C-reactive protein	MESH:D018410	bacterial pneumonia	31
"15169"	HCP	MESH:D003967;-0.0038033065862771824	diarrhea	31
"15169"	HCP	MESH:D003967;-0.005536025484716028	diarrhea	31
"15169"	HCP	MESH:D003967;-0.005592699014894089	diarrhea	31
"15169"	HCP	MESH:D003967;-0.007974409379008434	diarrhea	31
"15169"	HCP	MESH:D005334;-0.005307900557609508	fever	31
"15169"	HCP	MESH:D011014;0.0022338044901395564	pneumonia	31
"18787"	Serpine1	MESH:D045169	SARS-CoV infection	31
"19047"	PP1	MESH:D045169	SARS-CoV infection	31
"23586"	RIG-I	MESH:D011014	pneumonia	31
"3106"	HLA-B	MESH:D045169	SARS infection	31
"4599"	MxA	MESH:D045169	SARS-CoV infection	31
"532644"	K71	MESH:D003967	diarrhea	31
"6352"	RANTES	MESH:D011014	pneumonia	31
"652070"	scFv	MESH:D006526	Drosophila, S2 Bovine viral diarrhea virus, hepatitis C virus scFv	31
"925"	CD8	MESH:D019142	Ebola virus infection	31
"100625362"	pigs	MESH:D017563	interstitial pneumonia	30
"11421"	ACE	MESH:D005355	fibrosis	30
"1401"	C-reactive protein	MESH:D005334	Fever	30
"15111"	Th2	MESH:D005355	fibrosis	30
"21803"	TGF-beta	MESH:D005355	fibrosis	30
"23586"	RIG-I	MESH:D003715	dengue fever	30
"26503"	AST	MESH:D011014	pneumonia	30
"5599"	JNK	MESH:D018352	coronavirus infection	30
"5897"	RAG2	MESH:D011014	pneumonia	30
"6301"	SARS	MESH:D018352	coronavirus infections	30
"81502"	spp	MESH:D018410	bacterial pneumonia	30
"83592"	TSP	MESH:D003967;0.03485869782326739	viral diarrhea disease	30
"1080"	CFTR	MESH:D003550	Cystic fibrosis	29
"13482"	DPP4	MESH:D011014	pneumonia	29
"15975"	IFNAR	MESH:D045169	SARS-CoV infection	29
"16171"	IL-17A	MESH:D005355	fibrosis	29
"183"	angiotensin II	MESH:D005355	fibrosis	29
"24481"	IFN-beta	MESH:D045169	SARS-CoV infection	29
"266975"	rSARS	MESH:D045169	SARS-CoV infection	29
"3458"	IFNgamma	MESH:D011014	pneumonia	29
"3627"	IP-10	MESH:D045169	SARS-CoV infection	29
"7037"	TfR1	MESH:D006480	hemorrhagic fever arenaviruses	29
"7494"	XBP1	MESH:D018352	coronavirus infection	29
"101692969"	CXCL10	MESH:D045169	SARS	28
"1401"	CRP	MESH:D003967	diarrhea	28
"1432"	p38	MESH:D045169	SARS-CoV infection	28
"1437"	GM-CSF	MESH:D011014	pneumonia	28
"15978"	IFN	MESH:D045169	SARS-CoV infection	28
"18126"	iNOS	MESH:C000657245;0.003080905035467852	SARS-CoV	28
"21898"	LPS	MESH:D005334	fever	28
"21898"	LPS	MESH:D011014	pneumonia	28
"21926"	TNF-alpha	MESH:C000657245;0.003080905035467852	SARS-CoV	28
"21926"	TNF-alpha	MESH:D011014	pneumonia	28
"305843;497229"	Ang-(1-7	MESH:D005355	fibrosis	28
"494004"	APOB	MESH:D003967	diarrhea	28
"5478"	hCypA	MESH:D045169;-3.9350274758793297E-4	SARS	28
"54882"	mask	MESH:C000657245	COVID-19	28
"56925"	muM	MESH:D003967	diarrhea	28
"6301"	SARS	MESH:D012131	respiratory syndrome coronavirus	28
"6301"	SARS	MESH:D018352;0.0028097149701064063	coronavirus	28
"6717"	Sri	MESH:D019142	Ebola haemorrhagic fever	28
"7098"	TLR3	MESH:D011014	pneumonia	28
"7373"	und	MESH:C000657245	Covid-19	28
"8013"	NOR 1	MESH:C000657245;0.003080905035467852	SARS-CoV	28
"973"	IgA	MESH:D003967	diarrhea	28
"10044"	nsp3	MESH:D018352	coronavirus infection	27
"106455643"	ETEC	MESH:D003967	Diarrhea	27
"1401"	C-reactive protein	MESH:C000657245	COVID-19	27
"55016"	March 1	MESH:C000657245	COVID-19	27
"70008"	ACE2	MESH:D005355	myocardial fibrosis	27
"100326223"	monocytes	MESH:D005334	fever	26
"100351309"	PTH	MESH:D005355	fibrosis	26
"107851"	BLM+HSV1	MESH:D005355	fibrosis	26
"109544"	Naked	MESH:D011658;0.025097221033432437	pulmonary fibrosis	26
"12638"	CFTR	MESH:D003550	cystic fibrosis	26
"1283"	CTD	MESH:D011024	viral pneumonia	26
"1401"	CRP	MESH:C000657245	COVID-19	26
"15975"	IFNAR	MESH:D014412	Zika virus infections	26
"16193"	IL-6	MESH:D045169	SARS-CoV infection	26
"225471"	TRAM	MESH:D045169	SARS-CoV infection	26
"23985"	pendrin	MESH:D003550	cystic fibrosis	26
"406947"	miR-155	MESH:D018410	bacterial pneumonia	26
"4591"	muL	MESH:D005334	fever	26
"57875"	ANGPTL4	MESH:D011014	pneumonia	26
"59272"	ACE-2	MESH:D005355	lung fibrosis	26
"59272"	hACE2	MESH:D011014	pneumonia	26
"6351"	MIP-1beta	MESH:D011014	pneumonia	26
"6717"	Sri	MESH:D015004	Yellow fever	26
"70008"	mACE2	MESH:D045169	SARS-CoV infection	26
"7124"	TNF-alpha	MESH:D011658	pulmonary fibrosis	26
"100136285"	CD4	MESH:D003967	CHRONIC DIARRHEA T	25
"1514"	cathepsin L	MESH:D012131	respiratory syndrome coronavirus entry	25
"1636"	ACE	MESH:C000657245	COVID-19	25
"1803"	DPP4	MESH:D005355	fibrosis	25
"1803"	DPP4	MESH:D045169	SARS-CoV infection	25
"3458"	IFN-gamma	MESH:D003967	diarrhea	25
"3586"	IL-10	MESH:D003715	dengue fever	25
"4790"	NF-kappaB	MESH:D005334	fever	25
"59272"	ACE2	MESH:D012131	respiratory syndrome coronavirus	25
"6301"	SARS	MESH:D011014	Pneumonia	25
"6352"	RANTES	MESH:D005334	fever	25
"66141"	IFITM3	MESH:D003047	Valley  Fever Virus               Bunyavirus	25
"66141"	IFITM3	MESH:D006481	Omsk  Hemorrhagic  Fever Virus               Flavivirus	25
"66141"	IFITM3	MESH:D018177	Fever  Virus               Flavivirus	25
"68713"	IFITM1	MESH:D003047	Valley  Fever Virus               Bunyavirus	25
"68713"	IFITM1	MESH:D006481	Omsk  Hemorrhagic  Fever Virus               Flavivirus	25
"68713"	IFITM1	MESH:D018177	Fever  Virus               Flavivirus	25
"7057"	TSP	MESH:D011014	pneumonia	25
"7430"	ezrin	MESH:D045169	SARS-CoV infection	25
"83939"	eIF2alpha	MESH:D018352	coronavirus infection	25
"929"	CD14	MESH:D003715	dengue fever	25
"11606"	Ang II	MESH:D005355	cardiac fibrosis	24
"11628"	AID	MESH:D011014	pneumoniae   AID	24
"12310"	CGRP	MESH:D011014	pneumonia	24
"185"	AT1	MESH:D005355	fibrosis	24
"19288"	PTX3	MESH:D005355	interstitial fibrosis	24
"20846"	STAT1	MESH:D005355	fibrosis	24
"2209"	Fcgamma receptor	MESH:D011014	pneumonia	24
"2212"	FCGR2A	MESH:D011014	pneumonia	24
"22352"	vimentin	MESH:D005355	fibrosis	24
"260431"	COPD	MESH:D011658	pulmonary fibrosis	24
"282665"	OVA	MESH:D003967	allergic diarrhea	24
"3558"	IL-2	MESH:D011014	pneumonia	24
"3586"	IL-10	MESH:C000657245	COVID-19	24
"3605"	IL-17A	MESH:D003715	dengue fever	24
"4360"	mrc1	MESH:D003715	dengue fever	24
"570"	bat	MESH:D045169	SARS	24
"57379"	AID	MESH:D011014	pneumoniae   AID	24
"57506"	IPS-1	MESH:D003715	dengue fever	24
"57506"	VISA	MESH:D003715	dengue fever	24
"5896"	RAG1	MESH:D003967	diarrhea	24
"59272"	ACE2	MESH:D045169	SARS infection	24
"64581"	CLEC7A	MESH:D003715	dengue fever	24
"7994"	MOZ	MESH:D003967	Diarrhea	24
"7994"	MOZ	MESH:D003967	diarrhea	24
"83666"	BAL	MESH:D011014	pneumonia	24
"920"	CD4	MESH:D005355	fibrosis	24
"103231639"	ACE2	MESH:D045169	SARS-CoV infection	23
"10410"	IFITM3	MESH:D005334	fever	23
"11475"	alpha-SMA	MESH:D005355	fibrosis	23
"13482"	Dpp4	MESH:D005355	fibrosis	23
"1362"	CP-D	MESH:D007239	rSARS-CoV infected	23
"136991"	ORF3	MESH:D003967	diarrhea	23
"1401"	CRP	MESH:D011014	infection pneumonia	23
"14254594"	S protein	MESH:D011014	pneumonia	23
"15111"	Th2	MESH:D011014	pneumonia	23
"1756"	DMD	MESH:D005355	fibrosis	23
"1803"	dipeptidyl peptidase 4	MESH:D012131	respiratory syndrome coronavirus	23
"1958"	Egr-1	MESH:D005355	fibrosis	23
"2244"	fibrinogen	MESH:D005355	fibrosis	23
"22848"	AAK1	MESH:C000657245	COVID-19	23
"280692"	haptoglobin	MESH:D003967	diarrhea	23
"29110"	TBK1	MESH:D045169;-0.002276370414209694	SARS	23
"3565"	IL4	MESH:D011014	pneumonia	23
"3606"	IL-18	MESH:C535959	MP pneumonia	23
"531420"	Gp 2	MESH:D003967	diarrhea	23
"54106"	TLR9	MESH:D011014	pneumonia	23
"57823"	"19A"	MESH:D005334	fever	23
"5806"	PTX3	MESH:D003550	cystic fibrosis	23
"59272"	ACE2	MESH:C000657245;0.0034084776995949853	SARS-CoV	23
"59272"	ACE-2	MESH:D005355	fibrosis	23
"6347"	MCP-1	MESH:D045169	SARS-CoV infection	23
"6737"	SSa	MESH:D008103	Liver fibrosis	23
"6737"	SSa	MESH:D018352	Coronavirus infection	23
"70008"	ACE2	MESH:D005355	lung fibrosis	23
"70008"	ACE2	MESH:D045169	SARS	23
"7124"	TNF-alpha	MESH:D003967	diarrhea	23
"7124"	TNFalpha	MESH:D005334	fever	23
"72935"	mAbs	MESH:D045169	SARS-CoV infection	23
"105243"	NHE3	MESH:D003967	diarrhea	22
"10747"	MASP2	MESH:D045169	SARS-CoV infection	22
"1116"	YKL-40	MESH:D005334	fever	22
"114548"	NLRP3	MESH:D005355	fibrosis	22
"11610"	AT1R	MESH:D005355	fibrosis	22
"14254597"	ORF4b	MESH:D012131	respiratory syndrome coronavirus	22
"186"	AT2	MESH:D005355	fibrosis	22
"1956"	EGFR	MESH:D003967	diarrhea	22
"260431"	COPD	MESH:D029481	chronic bronchitis	22
"282618"	IFN-lambda1	MESH:D045169	SARS-CoV infection	22
"2875"	alanine aminotransferase	MESH:D011014	pneumonia	22
"29110"	TBK1	MESH:D018352;-0.015924303174166068	coronavirus	22
"3439"	IFN-alpha	MESH:D005334	fever	22
"3569"	IL-6	MESH:D018352	coronavirus infection	22
"4153"	MBL	MESH:D011014	pneumonia	22
"4790"	NF-kappaB	MESH:D003967	diarrhea	22
"4790"	NF-kappaB	MESH:D018352	coronavirus infection	22
"570"	bat	MESH:D006480	hemorrhagic fever	22
"57152"	MDM	MESH:D005334	fever	22
"59272"	ACE2	MESH:C000657245	SARS-CoV-infected	22
"59272"	ACE-2	MESH:D045169	SARS-CoV infection	22
"6347"	MCP-1	MESH:D005334	fever	22
"7124"	TNFalpha	MESH:D005355	fibrosis	22
"9126"	healthcare-associated pneumonia	MESH:D011014	pneumonia	22
"925"	CD8	MESH:D045169	SARS infections	22
"9768"	PAF	MESH:D011014	pneumonia	22
"100271923"	Feb 10	MESH:C000657245	COVID-19	21
"100310804"	IFN-alpha	MESH:D011014	pneumonia	21
"10045"	nsp1	MESH:D018352;5.327151677450605E-4	coronavirus	21
"10482"	NXF1	MESH:D006482	viral hemorrhagic fever	21
"107851"	BLM+HSV1	MESH:D005355	lung fibrosis	21
"13405"	dystrophin	MESH:D005355	fibrosis	21
"1401"	C-reactive protein	MESH:D003967	diarrhea	21
"1401"	CRP	MESH:D011014	Pneumonia	21
"15978"	IFN-gamma	MESH:D045169	SARS-CoV infection	21
"16193"	IL-6	MESH:D005355	fibrosis	21
"1636"	ACE	MESH:D011014	pneumonia	21
"170786"	DC-SIGN	MESH:D011014	pneumoniae type 14	21
"20219"	SAP	MESH:D011658	pulmonary fibrosis	21
"23586"	RIG-I	MESH:D012131	respiratory syndrome coronavirus	21
