?pmc_id0	?text0	?pmc_id1	?text1	?count
"59272"	ACE2	MESH:D003967	diarrhea	205
"3570"	IL-6R	MESH:C000657245	COVID-19	196
"4790"	NF-kappaB	MESH:C000657245	COVID-19	193
"6347"	MCP-1	MESH:C000657245	COVID-19	192
"1993"	hub	MESH:C000657245	COVID-19	190
"59272"	ACE2	MESH:D018352	coronavirus infection	190
"3439"	IFN	MESH:C000657245	COVID-19	181
"59272"	ACE2	MESH:C000657245	Covid-19	179
"59272"	angiotensin converting enzyme 2	MESH:C000657245	COVID-19	179
"1401"	C-reactive protein	MESH:D011014	pneumonia	178
"1437"	GM-CSF	MESH:C000657245	COVID-19	178
"6287"	SAA	MESH:C000657245	COVID-19	175
"1636"	ACE	MESH:C000657245	SARS-CoV-2 infection	174
"59272"	ACE2	MESH:D005334	fever	174
"114548"	NLRP3	MESH:C000657245	COVID-19	170
"2475"	mTOR	MESH:C000657245	COVID-19	170
"7450"	VWF	MESH:C000657245	COVID-19	166
"59272"	ACE2	MESH:C000657245	coronavirus disease 2019	161
"8163"	CDR3	MESH:C000657245	COVID-19	161
"57379"	aid	MESH:C000657245	COVID-19	154
"26503"	aspartate aminotransferase	MESH:C000657245	COVID-19	152
"682"	CD147	MESH:C000657245	COVID-19	147
"952"	CD38	MESH:C000657245	COVID-19	147
"7124"	tumor necrosis factor-alpha	MESH:C000657245	COVID-19	146
"3827"	BK	MESH:C000657245	COVID-19	145
"59272"	ACE2	MESH:C000657245	SARS-Cov-2 infection	145
"7138"	TnT	MESH:C000657245	COVID-19	145
"302668"	ACE2	MESH:C000657245	COVID-19	144
"1440"	G-CSF	MESH:C000657245	COVID-19	143
"2290"	Qin	MESH:C000657245	COVID-19	141
"3439"	IFN-alpha	MESH:C000657245	COVID-19	139
"6301"	SARS	MESH:C000657245	COVID-19	139
"1514"	CatL	MESH:C000657245	COVID-19	138
"6347"	MCP1	MESH:C000657245	COVID-19	138
"1803"	CD26	MESH:C000657245	COVID-19	135
"183"	Angiotensin II	MESH:C000657245	COVID-19	134
"3627"	IP-10	MESH:C000657245	COVID-19	134
"4879"	BNP	MESH:D005334	fever	134
"4183"	MCS	MESH:C000657245	COVID-19	126
"925"	CD8	MESH:C000657245	SARS-CoV-2 infection	126
"3569"	IL-6	MESH:C000657245	covid-19	125
"100128998"	tPA	MESH:C000657245	COVID-19	124
"4591"	muL	MESH:C000657245	COVID-19	124
"551"	vasopressin	MESH:C000657245	COVID-19	124
"653108"	CAR	MESH:C000657245	COVID-19	123
"3458"	interferon-gamma	MESH:C000657245	COVID-19	122
"3827"	bradykinin	MESH:C000657245	COVID-19	122
"3565"	IL-4	MESH:C000657245	COVID-19	121
"3627"	IP10	MESH:C000657245	COVID-19	117
"5366"	Apr	MESH:C000657245	covid-19	115
"43740568"	S	MESH:C000657245	SARS-CoV-2 infection	112
"43740578"	RdRP	MESH:C000657245	COVID-19	112
"183"	Ang II	MESH:C000657245	COVID-19	111
"7124"	TNF-alpha	MESH:D005334	fever	111
"3569"	IL-6	MESH:C000657245	COVID-19 pneumonia	110
"6774"	STAT3	MESH:C000657245	COVID-19	109
"7124"	TNF-alpha	MESH:D011014	pneumonia	108
"59272"	Angiotensin-converting enzyme 2	MESH:C000657245	COVID-19	107
"59272"	hACE2	MESH:C000657245	COVID-19	107
"920"	CD4	MESH:C000657245	SARS-CoV-2 infection	107
"2147"	serine protease	MESH:C000657245	COVID-19	105
"2678"	GGT	MESH:C000657245	COVID-19	105
"1401"	CRP	MESH:D003967	diarrhea	104
"7422"	VEGF	MESH:C000657245	COVID-19	104
"9970"	CAR	MESH:C000657245	COVID-19	104
"3456"	interferon beta	MESH:C000657245	COVID-19	103
"6348"	MIP1A	MESH:C000657245	COVID-19	102
"3458"	IFNgamma	MESH:C000657245	COVID-19	101
"268"	MIS	MESH:C000657245	COVID-19	100
"59272"	ACE-2	MESH:C000657245	SARS-CoV-2 infection	100
"3569"	Interleukin-6	MESH:C000657245	COVID-19	99
"1636"	ACE	MESH:D011014	pneumonia	98
"3569"	interleukin 6	MESH:C000657245	COVID-19	98
"43740575"	nucleocapsid	MESH:C000657245	COVID-19	98
"59272"	ACE2	MESH:C000657245	covid-19	98
"920"	CD4	MESH:D005334	fever	98
"5045"	furin	MESH:C000657245	COVID-19	97
"7124"	tumor necrosis factor alpha	MESH:C000657245	COVID-19	97
"5133"	PD-1	MESH:C000657245	COVID-19	95
"718"	C3	MESH:C000657245	COVID-19	95
"925"	CD8	MESH:D011014	pneumonia	95
"3627"	CXCL10	MESH:C000657245	COVID-19	94
"4879"	BNP	MESH:C000657245	COVID-19	94
"637"	bid	MESH:C000657245	COVID-19	94
"973"	IgA	MESH:C000657245	COVID-19	93
"51497"	Th1	MESH:C000657245	COVID-19	92
"183"	angiotensin II	MESH:C000657245	SARS-CoV-2 infection	91
"5447"	CPR	MESH:C000657245	COVID-19	91
"7448"	S-protein	MESH:C000657245	COVID-19	91
"284;285;51378;27329"	Ang1-7	MESH:C000657245	COVID-19	90
"26503"	AST	MESH:D011014	pneumonia	89
"59272"	ACE2	MESH:C000657245	SARS-CoV-2 infections	89
"920"	CD4	MESH:D011014	pneumonia	89
"5054"	PAI-1	MESH:C000657245	COVID-19	88
"1576"	CYP3A4	MESH:C000657245	COVID-19	87
"59272"	ACE2	MESH:C000657245	COVID-19 pneumonia	87
"59272"	ACE2	MESH:C000657245	SARS-CoV-1 infection	87
"7392"	FIP	MESH:C000657245	COVID-19	86
"1636"	ACE	MESH:D005355	fibrosis	85
"3440"	IFN-alpha2beta	MESH:C000657245	COVID-19	84
"3569"	interleukin (IL)-6	MESH:C000657245	COVID-19	84
"7124"	TNF-alpha	MESH:C000657245	SARS-CoV-2 infection	84
"11606"	AngII	MESH:C000657245	COVID-19	83
"340061"	STING	MESH:C000657245	COVID-19	83
"925"	CD8	MESH:D005334	fever	83
"51284"	TLR7	MESH:C000657245	COVID-19	82
"59272"	angiotensin-converting enzyme 2	MESH:C000657245	SARS-CoV-2 infection	82
"183"	AngII	MESH:C000657245	COVID-19	81
"2056"	EPO	MESH:C000657245	COVID-19	81
"720"	C4	MESH:C000657245	COVID-19	81
"1440"	granulocyte-colony stimulating factor	MESH:C000657245	COVID-19	80
"3115"	HLA	MESH:C000657245	COVID-19	80
"3570"	interleukin-6 receptor	MESH:C000657245	COVID-19	80
"43740568"	Spike	MESH:C000657245	COVID-19	80
"59272"	ACE2	MESH:D045169	SARS	80
"1636"	angiotensin converting enzyme	MESH:C000657245	COVID-19	79
"3606"	IL-18	MESH:C000657245	COVID-19	79
"50848"	jama	MESH:C000657245	COVID-19	79
"51761"	ATP	MESH:C000657245	COVID-19	79
"6403"	P-selectin	MESH:C000657245	COVID-19	79
"4758"	neuraminidase	MESH:C000657245	COVID-19	78
"7448"	S protein	MESH:C000657245	COVID-19	78
"6347"	CCL2	MESH:C000657245	COVID-19	77
"907"	CCT	MESH:C000657245	COVID-19	77
"3162"	HO-1	MESH:C000657245	COVID-19	76
"3440"	IFN-alpha	MESH:C000657245	COVID-19	76
"3559"	IL-2R	MESH:C000657245	COVID-19	76
"1380"	CD21	MESH:C000657245	COVID-19	75
"1401"	C-reactive protein	MESH:D005334	Fever	74
"1956"	EGFR	MESH:C000657245	COVID-19	74
"2152"	TF	MESH:C000657245	COVID-19	74
"3569"	IL-6	MESH:D005355	fibrosis	74
"59272"	angiotensin converting enzyme-2	MESH:C000657245	COVID-19	74
"80218"	San	MESH:C000657245	COVID-19	74
"1401"	CRP	MESH:C000657245	SARS-CoV-2 infection	73
"5340"	plasmin	MESH:C000657245	COVID-19	73
"939"	CD27	MESH:C000657245	COVID-19	73
"2147"	prothrombin	MESH:C000657245	COVID-19	72
"462"	antithrombin	MESH:C000657245	COVID-19	72
"54882"	mask	MESH:C000657245	COVID-19	72
"283"	Ang	MESH:C000657245	COVID-19	71
"6521"	Sao	MESH:C000657245	COVID-19	71
"6833"	sur	MESH:C000657245	COVID-19	71
"9242"	MSC	MESH:C000657245	COVID-19	71
"404704"	CD4	MESH:C000657245	COVID-19	70
"7124"	TNF	MESH:C000657245	covid-19	69
"3456"	interferon-beta	MESH:C000657245	COVID-19	68
"59272"	ACE2	MESH:C000657245	SARS-CoV-2 infected	68
"619501"	HCC	MESH:C000657245	COVID-19	68
"26503"	AST	MESH:D003967	diarrhea	67
"70008"	ACE2	MESH:C000657245	SARS-CoV-2 infection	67
"7124"	tumor necrosis factor	MESH:C000657245	COVID-19	67
"9825"	PD-1	MESH:C000657245	COVID-19	67
"59272"	ACE2	MESH:C000657245	SARS-CoV-2-infected	66
"1576"	CYP3A	MESH:C000657245	COVID-19	65
"1993"	Hub	MESH:C000657245	COVID-19	65
"54474"	CD20	MESH:C000657245	COVID-19	65
"6347"	monocyte chemoattractant protein 1	MESH:C000657245	COVID-19	65
"4790"	NF-kappaB	MESH:D005334	fever	64
"56925"	mum	MESH:C000657245	COVID-19	64
"1401"	CRP	MESH:C000657245	Covid-19	62
"183"	angiotensin II	MESH:D005355	fibrosis	62
"2244"	Fibrinogen	MESH:C000657245	COVID-19	62
"3440"	interferon-alpha2b	MESH:C000657245	COVID-19	62
"3569"	IL-6	MESH:C000657245	coronavirus disease 2019	62
"43740568"	spike	MESH:C000657245	SARS-CoV-2 infection	62
"49"	ACR	MESH:C000657245	COVID-19	62
"59272"	Angiotensin-Converting Enzyme 2	MESH:C000657245	COVID-19	62
"59272"	ACE2	MESH:D011658	pulmonary fibrosis	62
"1234"	CCR5	MESH:C000657245	COVID-19	61
"3553"	IL-1B	MESH:C000657245	COVID-19	61
"59272"	ACE2	MESH:D018352	coronavirus infections	61
"186"	AT2	MESH:C000657245	COVID-19	60
"4790"	NF-kappaB	MESH:D011014	pneumonia	60
"973"	IgA	MESH:D005334	Fever	60
"3717"	JAK2	MESH:C000657245	COVID-19	59
"5788"	CD45	MESH:C000657245	COVID-19	59
"925"	CD8	MESH:C000657245	SARS-CoV infection	59
"3586"	IL-10	MESH:D011014	pneumonia	58
"3687"	CD11c	MESH:C000657245	COVID-19	58
"3309"	GRP78	MESH:C000657245	COVID-19	57
"3440"	IFN-beta	MESH:C000657245	COVID-19	57
"3490"	TAF	MESH:D005334	fever	57
"3576"	IL-8	MESH:D005334	fever	57
"4153"	MBL	MESH:C000657245	COVID-19	57
"6524"	SGLT-2	MESH:C000657245	COVID-19	57
"2335"	cig	MESH:C000657245	COVID-19	56
"284;285;51378;27329"	Ang-(1-7	MESH:C000657245	COVID-19	56
"3123"	HLA	MESH:C000657245	COVID-19	56
"3569"	IL-6	MESH:C000657245	SARS-CoV infection	56
"43740570"	E	MESH:C000657245	COVID-19	56
"70008"	ACE2	MESH:C000657245	SARS-CoV infection	56
"7373"	und	MESH:C000657245	Covid-19	56
"100128998"	tissue plasminogen activator	MESH:C000657245	COVID-19	55
"185"	AT1R	MESH:D005355	fibrosis	55
"3438"	IFN-1	MESH:C000657245	COVID-19	55
"3576"	IL-8	MESH:D011014	pneumonia	55
"43740571"	membrane	MESH:C000657245	COVID-19	55
"4684"	CD56	MESH:C000657245	COVID-19	55
"59272"	ACE2	MESH:C000657245	SARS-CoV-infected	55
"920"	CD4	MESH:C000657245	SARS-CoV infection	55
"1440"	GCSF	MESH:C000657245	COVID-19	54
"6524"	SGLT2	MESH:C000657245	COVID-19	54
"1401"	C-reactive protein	MESH:C000657245	SARS-CoV-2 infection	53
"250"	ALP	MESH:C000657245	COVID-19	53
"26503"	AST	MESH:D005334	fever	53
"6868"	ADAM17	MESH:C000657245	COVID-19	53
"9048"	ART	MESH:C000657245	COVID-19	53
"16193"	IL-6	MESH:C000657245	COVID-19	52
"2244"	fibrin(ogen)	MESH:C000657245	COVID-19	52
"22848"	AAK1	MESH:C000657245	COVID-19	52
"3439"	IFN	MESH:C000657245	SARS-CoV-2 infection	52
"59272"	ACE2	MESH:C000657245	SARS-CoV infected	52
"59272"	ACE2	MESH:C000657245	SARS-CoV-2	52
"6401"	E-selectin	MESH:C000657245	COVID-19	52
"2152"	tissue factor	MESH:C000657245	COVID-19	51
"26503"	AST	MESH:D005334	Fever	51
"3820"	CD161	MESH:C000657245	COVID-19	51
"6347"	monocyte chemoattractant protein-1	MESH:C000657245	COVID-19	51
"6348"	CCL3	MESH:C000657245	COVID-19	51
"1440"	granulocyte colony-stimulating factor	MESH:C000657245	COVID-19	50
"21926"	TNF-alpha	MESH:C000657245	COVID-19	50
"3576"	CXCL8	MESH:C000657245	COVID-19	50
"3630"	insulin	MESH:D011014	pneumonia	50
"1514"	CatL	MESH:C000657245	SARS-CoV-2 infection	49
"183"	angiotensin I	MESH:C000657245	COVID-19	49
"2147"	Thrombin	MESH:C000657245	COVID-19	49
"2920"	CXCL2	MESH:C000657245	COVID-19	49
"59272"	angiotensin-converting enzyme-2	MESH:C000657245	COVID-19	49
"7113"	TMPRSS2	MESH:C000657245	SARS-CoV-2-infected	49
"9564"	Cas	MESH:C000657245	COVID-19	49
"9622"	kallikrein	MESH:C000657245	COVID-19	49
"1401"	C-reactive protein	MESH:D003967	diarrhea	48
"59272"	ACE2	MESH:C000657245	novel coronavirus 2019	48
"8673700"	M-pro	MESH:C000657245	COVID-19	48
"930"	CD19	MESH:C000657245	COVID-19	48
"285"	Ang-2	MESH:C000657245	COVID-19	47
"3552"	IL-1beta	MESH:C000657245	SARS-CoV-2 infection	47
"3827"	Bradykinin	MESH:C000657245	COVID-19	47
"4151"	myoglobin	MESH:C000657245	COVID-19	47
None	CQ/HCQ	MESH:C000657245	COVID-19	47
"11201"	eta2	MESH:C000657245	COVID-19	46
"1401"	C reactive protein	MESH:C000657245	COVID-19	46
"164045"	helicase	MESH:C000657245	COVID-19	46
"185"	AT1	MESH:C000657245	COVID-19	46
"2973"	GTS	MESH:C000657245	COVID-19	46
"3558"	IL2	MESH:C000657245	COVID-19	46
"728"	C5a	MESH:C000657245	COVID-19	46
"1401"	CRP	MESH:C000657245	COVID-19 pneumonia	45
"2525"	Les	MESH:C000657245	COVID-19	45
"920"	CD4	MESH:C000657245	covid-19	45
"10611"	Lim	MESH:C000657245	COVID-19	44
"1636"	ACE1	MESH:C000657245	COVID-19	44
"2159"	factor Xa	MESH:C000657245	COVID-19	44
"3586"	IL-10	MESH:C000657245	SARS-CoV-2 infection	44
"3605"	IL-17A	MESH:C000657245	COVID-19	44
"1514"	CatL	MESH:D018352	coronavirus infection	43
"21898"	LPS	MESH:D005334	fever	43
"21898"	LPS	MESH:D011014	pneumonia	43
"4591"	muL	MESH:D005334	fever	43
"4780"	Nrf2	MESH:C000657245	COVID-19	43
"5079"	all 3	MESH:C000657245	COVID-19	43
"5443"	ACTH	MESH:C000657245	COVID-19	43
"7113"	TMPRSS2	MESH:C000657245	novel coronavirus 2019	43
"728441"	GGT	MESH:D003967	diarrhea	43
"7431"	vimentin	MESH:C000657245	COVID-19	43
"1401"	C-reactive protein	MESH:C000657245	COVID-19 pneumonia	42
"3439"	Interferon Alpha-1b	MESH:C000657245	COVID-19	42
"3458"	IFN-gamma	MESH:D011014	pneumonia	42
"3635"	Ship	MESH:C000657245	COVID-19	42
"59272"	angiotensin-converting enzyme 2	MESH:C000657245	coronavirus disease 2019	42
"10045"	nsp1	MESH:C000657245	COVID-19	41
"1508"	apps	MESH:C000657245	Covid-19	41
"183"	Ang II	MESH:D005355	fibrosis	41
"50848"	JAMA	MESH:C000657245	coronavirus disease 2019	41
"5972"	Renin	MESH:C000657245	COVID-19	41
"6348"	MIP-1A	MESH:C000657245	COVID-19	41
"668542"	IgG	MESH:C000657245	COVID-19	41
"7113"	TMPRSS2	MESH:C000657245	Covid-19	41
"185"	AT1R	MESH:C000657245	SARS-CoV-2 infection	40
"284;285;51378;27329"	Ang (1-7	MESH:C000657245	COVID-19	40
"285"	angiopoietin-2	MESH:C000657245	COVID-19	40
"3439"	IFN-beta	MESH:C000657245	COVID-19	40
"43740578"	RdRp	MESH:C000657245	SARS-CoV-2 infection	40
"495"	proton pump	MESH:D011014	pneumonia	40
"6146"	EAP	MESH:C000657245	COVID-19	40
"668542"	IgG	MESH:D005334	fever	40
"6774"	STAT3	MESH:C000657245	SARS-CoV-2 infection	40
"7124"	tumor necrosis factor (TNF)-alpha	MESH:C000657245	COVID-19	40
"1401"	CRP	MESH:D045169	SARS	39
"3490"	TAF	MESH:C000657245	COVID-19	39
"3569"	interleukin-6	MESH:D011014	pneumonia	39
"3902"	lag 3	MESH:C000657245	COVID-19	39
"43740571"	M	MESH:C000657245	COVID-19	39
"43740575"	N	MESH:C000657245	Coronavirus Disease 2019	39
"43740575"	N	MESH:C000657245	TaqPath COVID-19	39
"5058"	PAK1	MESH:C000657245	COVID-19	39
"6647"	SOD	MESH:C000657245	COVID-19	39
"7113"	TMPRSS2	MESH:C000657245	SARS-CoV infection	39
"213"	Albumin	MESH:C000657245	COVID-19	38
"29108"	TMS	MESH:C000657245	COVID-19	38
"3569"	IL-6	MESH:C000657245	Covid-19	38
"5054"	plasminogen activator inhibitor-1	MESH:C000657245	COVID-19	38
"51561"	IL-23	MESH:C000657245	COVID-19	38
"6347"	MCP-1	MESH:D011014	pneumonia	38
"7099"	TLR4	MESH:C000657245	COVID-19	38
"7422"	vascular endothelial growth factor	MESH:C000657245	COVID-19	38
"91851"	CHL/HCHL	MESH:C000657245	COVID-19	38
"1283"	CTD	MESH:C000657245	COVID-19	37
"1803"	dipeptidyl peptidase 4	MESH:C000657245	COVID-19	37
"2244"	fibrinogen	MESH:D005334	fever	37
"2919"	CXCL1	MESH:C000657245	COVID-19	37
"4151"	MYO	MESH:C000657245	COVID-19	37
"495"	proton pump	MESH:C000657245	COVID-19	37
"59272"	ACE 2	MESH:C000657245	COVID-19	37
"59272"	angiotensin-converting enzyme 2	MESH:D011014	pneumonia	37
"70008"	ACE2	MESH:D005355	fibrosis	37
"7113"	TMPRSS2	MESH:C000657245	SARS-CoV-infected	37
"7113"	transmembrane protease serine 2	MESH:C000657245	COVID-19	37
"1401"	C-reactive protein	MESH:C000657245	coronavirus disease 2019	36
"23093"	CORD-19	MESH:C000657245	COVID-19	36
"3586"	IL-10	MESH:D005334	fever	36
"3630"	Insulin	MESH:C000657245	COVID-19	36
"4513"	COX-2	MESH:C000657245	COVID-19	36
"5133"	PD-1	MESH:C000657245	Covid-19	36
"56637"	GSK-3	MESH:C000657245	COVID-19	36
"59272"	angiotensin-converting enzyme 2	MESH:D003967	diarrhea	36
"5972"	Renin	MESH:C000657245	Covid-19	36
"5972"	renin	MESH:C000657245	SARS-CoV-2 infection	36
"7039"	TGF-beta	MESH:C000657245	COVID-19	36
"7124"	TNF alpha	MESH:C000657245	COVID-19	36
"1437"	CSF	MESH:C000657245	COVID-19	35
"1437"	granulocyte-macrophage colony-stimulating factor	MESH:C000657245	COVID-19	35
"2053"	sEH	MESH:C000657245	COVID-19	35
"3458"	IFN-gamma	MESH:D005334	fever	35
"3600"	IL15	MESH:C000657245	COVID-19	35
"3605"	IL-17	MESH:C000657245	SARS-CoV-2 infection	35
"3821"	NKG2A	MESH:C000657245	COVID-19	35
"56945"	gibt	MESH:C000657245	COVID-19	35
"7098"	TLR3	MESH:C000657245	COVID-19	35
"8540"	AGPs	MESH:C000657245	COVID-19	35
"1468"	DIC	MESH:C000657245	COVID-19	34
"2209"	FcgammaR	MESH:C000657245	SARS-CoV-2 infection	34
"2244"	FIB	MESH:C000657245	COVID-19	34
"3105"	HLA-A	MESH:C000657245	COVID-19	34
"3552"	IL-1beta	MESH:D011014	pneumonia	34
"3558"	interleukin (IL)-2	MESH:C000657245	COVID-19	34
"3570"	Interleukin-6 receptor	MESH:C000657245	COVID-19	34
"3576"	IL-8	MESH:C000657245	SARS-CoV-2 infection	34
"3586"	IL10	MESH:C000657245	COVID-19	34
"3627"	IP-10	MESH:C000657245	SARS-CoV-2 infection	34
"59272"	ACE2	MESH:C000657245	Coronavirus disease 2019	34
"59272"	ACE2	MESH:C000657245	novel coronavirus pneumonia	34
"7124"	TNF-alpha	MESH:C000657245	SARS-CoV infection	34
"7139"	cTnT	MESH:C000657245	COVID-19	34
"8542"	APOL1	MESH:C000657245	COVID-19	34
"1235"	CCR6	MESH:C000657245	COVID-19	33
"1401"	C-reactive protein	MESH:C000657245	Covid-19	33
"1401"	CRP	MESH:C000657245	coronavirus disease 2019	33
"1514"	cathepsin L	MESH:C000657245	COVID-19	33
"2064"	HER2	MESH:C000657245	COVID-19	33
"213"	albumin	MESH:D011014	pneumonia	33
"22914"	NKG2D	MESH:C000657245	COVID-19	33
"2475"	mammalian target of rapamycin	MESH:C000657245	COVID-19	33
"29126"	PD-L1	MESH:C000657245	COVID-19	33
"3552"	IL1	MESH:C000657245	COVID-19	33
"3552"	IL-1beta	MESH:D005334	fever	33
"3569"	IL-6	MESH:D005334	Fever	33
"3579"	CXCR2	MESH:C000657245	COVID-19	33
"367"	androgen receptor	MESH:C000657245	COVID-19	33
"6348"	MIP-1alpha	MESH:C000657245	COVID-19	33
"6521"	Sao	MESH:C000657245	CoViD-19	33
"79176"	jet	MESH:C000657245	COVID-19	33
"907"	CCT	MESH:C000657245	novel coronavirus pneumonia	33
"10747"	MASP-2	MESH:C000657245	COVID-19	32
"1125"	CHR	MESH:C000657245	COVID-19	32
"2157"	FVIII	MESH:C000657245	COVID-19	32
"21926"	TNF-alpha	MESH:D005334	fever	32
"2244"	fibrinogen	MESH:D045169	SARS	32
"3567"	IL-5	MESH:C000657245	COVID-19	32
"3569"	interleukin-6	MESH:D005334	fever	32
"3574"	IL7	MESH:C000657245	COVID-19	32
"3630"	insulin	MESH:D003967	diarrhea	32
"3635"	ship	MESH:D005334	fever	32
"6204"	S10	MESH:C000657245	COVID-19	32
"920"	CD4	MESH:D005334	Fever	32
"16153"	IL-10	MESH:D005334	fever	31
"3552"	IL-1	MESH:D011014	pneumonia	31
"3570"	IL6R	MESH:C000657245	COVID-19	31
"570"	bat	MESH:C000657245	COVID-19	31
"6352"	RANTES	MESH:C000657245	COVID-19	31
"7113"	TMPRSS2	MESH:D018352	coronavirus infection	31
"7124"	TNF-alpha	MESH:C000657245	Covid-19	31
"796"	CGRP	MESH:C000657245	COVID-19	31
"2678"	gamma-glutamyl transferase	MESH:C000657245	COVID-19	30
"29126"	PD-L1	MESH:C000657245	Covid-19	30
"3552"	IL-1alpha	MESH:C000657245	COVID-19	30
"3553"	IL1B	MESH:C000657245	COVID-19	30
"3569"	IL-6	MESH:D011658	pulmonary fibrosis	30
"3578"	IL-9	MESH:C000657245	COVID-19	30
"3630"	insulin	MESH:D005334	fever	30
"4145"	CTK	MESH:C000657245	COVID-19	30
"4311"	neprilysin	MESH:C000657245	COVID-19	30
"53942"	NB2	MESH:D011014	pneumonia	30
"57126"	NB1	MESH:D011014	pneumonia	30
"637"	BID	MESH:C000657245	COVID-19	30
"7295"	SASP	MESH:C000657245	COVID-19	30
"7442"	TRPV1	MESH:C000657245	COVID-19	30
None	IFN-I and -III	MESH:C000657245	COVID-19	30
"1636"	ACE	MESH:C000657245	covid-19	29
"2212"	CD32a	MESH:C000657245	COVID-19	29
"285335"	NHE	MESH:C000657245	COVID-19	29
"3716"	JAK1	MESH:C000657245	COVID-19	29
"5972"	renin	MESH:C000657245	Covid-19	29
"6351"	CCL4	MESH:C000657245	COVID-19	29
"682"	CD147	MESH:C000657245	SARS-CoV-2 infection	29
"6868"	ADAM17	MESH:C000657245	SARS-CoV-2 infection	29
"7373"	und	MESH:C000657245	CoViD-19	29
"925"	CD8	MESH:C000657245	COVID-19 pneumonia	29
"931"	CD20	MESH:C000657245	COVID-19	29
"1636"	ACE	MESH:C000657245	Covid-19	28
"23077"	PHR	MESH:C000657245	COVID-19	28
"23523"	calcineurin inhibitor	MESH:C000657245	COVID-19	28
"2526"	CD15	MESH:C000657245	COVID-19	28
"26503"	AST	MESH:C000657245	SARS-CoV-2 infection	28
"2691"	INN	MESH:D003550	cystic fibrosis	28
